id,language,variant,domain,subdomain,task_type,customer_intent,customer_tone,agent_tone,channel,difficulty,instruction,input,output,meta_requires_escalation,meta_contains_pii,meta_synthetic,meta_source_type,intent_classification
lusosupport_pt_000571,pt,pt-PT,telecom,placeholder,summarization,technical_issue,formal,reassuring,email,hard,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Estou a ter problemas ao aceder à plataforma desde ontem.,O cliente está a experienciar erros no acesso ou funcionamento da aplicação e solicita suporte técnico.,False,False,True,template_generated,
lusosupport_pt_000572,pt,pt-PT,subscriptions,placeholder,intent_classification,refund_request,urgent,concise,web_form,hard,Classifica a intenção do cliente.,Mensagem do cliente: Fui cobrado por um serviço que já cancelei — quero o valor de volta.,"{""intent"": ""refund_request"", ""urgency"": ""medium"", ""domain"": ""subscriptions"", ""confidence"": 0.98}",False,False,True,template_generated,
lusosupport_pt_000573,pt,pt-PT,subscriptions,placeholder,rewrite_professional,account_access,urgent,formal,phone_transcript,medium,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Estou a tentar aceder ao portal mas continuo a receber erro de autenticação.,Venho informar que não me é possível aceder à minha conta de utilizador. Solicito que verifiquem a situação e procedam ao desbloqueio com urgência.,False,False,True,template_generated,
lusosupport_pt_000574,pt,pt-PT,ecommerce,placeholder,faq_answer,damaged_item,frustrated,professional,phone_transcript,hard,Responde à pergunta do cliente.,Mensagem do cliente: O artigo que recebi chegou danificado.,"Se recebeu um artigo danificado, deve reportá-lo no prazo de 48 horas após entrega, através do suporte ou da área de cliente. Envie fotografias do dano para agilizar o processo de substituição ou reembolso.",False,False,True,template_generated,
lusosupport_pt_000575,pt,pt-PT,subscriptions,placeholder,rewrite_professional,cancel_subscription,calm,reassuring,chat,hard,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Pretendo cancelar a minha subscrição.,Solicito formalmente o cancelamento da minha subscrição. Agradeço que confirmem a data de efectivação do cancelamento e as condições aplicáveis.,False,False,True,template_generated,
lusosupport_pt_000576,pt,pt-PT,marketplace,placeholder,response_generation,damaged_item,formal,empathetic,web_form,easy,"Responde ao cliente em português de Portugal, com tom empathetic.",Mensagem do cliente: O produto chegou com defeito visível — quero uma solução.,"Compreendemos a sua frustração. Para registar a ocorrência e avançar com a resolução, necessitamos do número da encomenda e de fotografias que documentem o estado em que o artigo chegou.",False,False,True,template_generated,
lusosupport_pt_000578,pt,pt-PT,saas,placeholder,response_generation,account_access,urgent,formal,web_form,hard,"Responde ao cliente em português de Portugal, com tom formal.",Mensagem do cliente: A minha conta foi bloqueada e não sei porquê.,Lamentamos o inconveniente. O problema de acesso pode estar relacionado com uma autenticação falhada ou com a conta temporariamente bloqueada por motivos de segurança. Pode indicar-nos o e-mail de registo?,False,False,True,template_generated,
lusosupport_pt_000579,pt,pt-PT,telecom,placeholder,intent_classification,duplicate_charge,frustrated,reassuring,chat,hard,Classifica a intenção do cliente.,Mensagem do cliente: O sistema processou o pagamento em duplicado — como posso ser reembolsado?,"{""intent"": ""duplicate_charge"", ""urgency"": ""high"", ""domain"": ""telecom"", ""confidence"": 0.95}",False,False,True,template_generated,
lusosupport_pt_000580,pt,pt-PT,travel,placeholder,urgency_classification,booking_cancellation,formal,concise,web_form,easy,Classifica a urgência do pedido.,"Mensagem do cliente: Por motivos pessoais, não vou conseguir comparecer. Como posso cancelar?","{""urgency"": ""medium"", ""reason"": ""O cancelamento tem implicações de reembolso que requerem análise dentro do prazo."", ""escalate"": false}",False,False,True,template_generated,
lusosupport_pt_000581,pt,pt-PT,marketplace,placeholder,summarization,delivery_delay,formal,professional,email,easy,Resume o problema do cliente de forma concisa.,Mensagem do cliente: A minha encomenda está em atraso — qual é a causa?,O cliente está preocupado com o atraso na entrega do equipamento ou encomenda e pretende saber quando pode esperar recebê-los.,False,False,True,template_generated,
lusosupport_pt_000582,pt,pt-PT,subscriptions,placeholder,intent_classification,billing_question,urgent,professional,web_form,medium,Classifica a intenção do cliente.,Mensagem do cliente: Tenho uma dúvida relativamente ao valor cobrado na minha fatura.,"{""intent"": ""billing_question"", ""urgency"": ""medium"", ""domain"": ""subscriptions"", ""confidence"": 0.88}",False,False,True,template_generated,
lusosupport_pt_000583,pt,pt-PT,ecommerce,placeholder,response_generation,technical_issue,calm,reassuring,email,hard,"Responde ao cliente em português de Portugal, com tom reassuring.",Mensagem do cliente: A página carrega infinitamente e não consigo fazer nada.,Reconhecemos o problema técnico descrito e pedimos desculpa pelo impacto causado. A equipa técnica já foi notificada. Pode partilhar connosco capturas de ecrã do erro? Isso ajudará a agilizar o diagnóstico.,False,False,True,template_generated,
lusosupport_pt_000584,pt,pt-PT,ecommerce,placeholder,intent_classification,return_request,urgent,empathetic,web_form,easy,Classifica a intenção do cliente.,Mensagem do cliente: Gostaria de devolver o artigo que encomendei.,"{""intent"": ""return_request"", ""urgency"": ""low"", ""domain"": ""ecommerce"", ""confidence"": 0.99}",False,False,True,template_generated,
lusosupport_pt_000586,pt,pt-PT,ecommerce,placeholder,email_reply,technical_issue,informal,professional,web_form,medium,Escreve uma resposta por e-mail em português de Portugal.,Mensagem do cliente: Estou a ter problemas ao aceder à plataforma desde ontem.,"Caro/a cliente,

Recebemos a sua comunicação sobre o problema técnico e estamos a trabalhar na resolução.

Como medida imediata, sugerimos limpar a cache do browser e tentar novamente. Se o problema persistir, a nossa equipa técnica contactará por telefone nas próximas horas.

Atenciosamente,
[Nome da Empresa]",False,False,True,template_generated,
lusosupport_pt_000587,pt,pt-PT,ecommerce,placeholder,intent_classification,account_access,urgent,empathetic,phone_transcript,medium,Classifica a intenção do cliente.,Mensagem do cliente: Não consigo iniciar sessão na minha conta.,"{""intent"": ""account_access"", ""urgency"": ""high"", ""domain"": ""ecommerce"", ""confidence"": 0.83}",False,False,True,template_generated,
lusosupport_pt_000590,pt,pt-PT,subscriptions,placeholder,urgency_classification,password_reset,confused,reassuring,phone_transcript,medium,Classifica a urgência do pedido.,Mensagem do cliente: O e-mail de recuperação não chega à minha caixa de entrada.,"{""urgency"": ""high"", ""reason"": ""O bloqueio de conta impede o cliente de utilizar o serviço contratado."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000591,pt,pt-PT,billing_accounts,placeholder,summarization,refund_request,urgent,empathetic,web_form,medium,Resume o problema do cliente de forma concisa.,Mensagem do cliente: O artigo chegou com defeito e quero ser reembolsado.,O cliente reporta um problema com uma cobrança ou compra e pretende ser reembolsado na totalidade.,False,False,True,template_generated,
lusosupport_pt_000592,pt,pt-PT,travel,placeholder,rewrite_professional,booking_change,calm,empathetic,chat,easy,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Necessito de adiar a reserva para a semana seguinte — é possível?,"Solicito a modificação dos dados da reserva efectuada, nomeadamente a alteração da data de [data actual] para [nova data].",False,False,True,template_generated,
lusosupport_pt_000593,pt,pt-PT,subscriptions,placeholder,rewrite_professional,cancel_subscription,calm,formal,chat,medium,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Como posso cancelar a minha subscrição sem custos adicionais?,"Venho comunicar a minha intenção de cancelar a subscrição actualmente activa, com efeitos a partir do final do período de facturação em curso.",False,False,True,template_generated,
lusosupport_pt_000594,pt,pt-PT,travel,placeholder,intent_classification,booking_change,confused,concise,email,medium,Classifica a intenção do cliente.,Mensagem do cliente: Necessito de adiar a reserva para a semana seguinte — é possível?,"{""intent"": ""booking_change"", ""urgency"": ""medium"", ""domain"": ""travel"", ""confidence"": 0.99}",False,False,True,template_generated,
lusosupport_pt_000596,pt,pt-PT,ecommerce,placeholder,faq_answer,return_request,formal,formal,chat,medium,Responde à pergunta do cliente.,Mensagem do cliente: O produto não corresponde à descrição e quero devolvê-lo.,"Para devolver um artigo, aceda à sua conta, seleccione a encomenda e solicite a devolução. Receberá uma etiqueta de envio gratuita por e-mail. Após recepção e verificação do artigo, o reembolso é processado em 5 dias úteis.",False,False,True,template_generated,
lusosupport_pt_000598,pt,pt-PT,ecommerce,placeholder,intent_classification,order_status,frustrated,formal,phone_transcript,medium,Classifica a intenção do cliente.,Mensagem do cliente: Podem confirmar se o meu pedido foi processado?,"{""intent"": ""order_status"", ""urgency"": ""low"", ""domain"": ""ecommerce"", ""confidence"": 0.89}",False,False,True,template_generated,
lusosupport_pt_000599,pt,pt-PT,telecom,placeholder,intent_classification,change_plan,confused,concise,email,easy,Classifica a intenção do cliente.,Mensagem do cliente: Gostaria de mudar para um plano superior.,"{""intent"": ""change_plan"", ""urgency"": ""low"", ""domain"": ""telecom"", ""confidence"": 0.93}",False,False,True,template_generated,
lusosupport_pt_000600,pt,pt-PT,telecom,placeholder,email_reply,refund_request,calm,reassuring,phone_transcript,easy,Escreve uma resposta por e-mail em português de Portugal.,Mensagem do cliente: Quero devolver o produto e receber o reembolso.,"Caro/a cliente,

Acusamos a recepção do seu pedido de reembolso.

Para procedermos ao tratamento do mesmo, necessitamos de:
- Número da encomenda
- Prova de compra
- Descrição do problema

Assim que recebermos esta informação, processaremos o pedido com prioridade.

Atenciosamente,
[Nome da Empresa]",False,False,True,template_generated,
lusosupport_pt_000601,pt,pt-PT,ecommerce,placeholder,next_action_suggestion,return_request,calm,empathetic,web_form,hard,Indica os próximos passos.,Mensagem do cliente: O artigo veio errado e preciso de o devolver.,"1. Verificar se a encomenda está dentro do prazo de devolução.
2. Fornecer ao cliente as instruções de embalagem e recolha.
3. Registar o pedido de devolução no sistema.
4. Confirmar ao cliente quando o reembolso será processado.",False,False,True,template_generated,
lusosupport_pt_000603,pt,pt-PT,marketplace,placeholder,rewrite_professional,account_access,informal,professional,web_form,medium,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Não consigo iniciar sessão na minha conta.,Solicito apoio na resolução de um problema de acesso à conta. Continuo a receber mensagem de erro ao tentar iniciar sessão.,False,False,True,template_generated,
lusosupport_pt_000604,pt,pt-PT,marketplace,placeholder,response_generation,order_status,informal,concise,web_form,easy,"Responde ao cliente em português de Portugal, com tom concise.",Mensagem do cliente: Quando é que a minha encomenda vai ser entregue?,"Pode indicar-nos o número da sua encomenda? Com esse dado, conseguimos verificar o estado actual e informá-lo/a sobre a data prevista de entrega.",False,False,True,template_generated,
lusosupport_pt_000605,pt,pt-PT,saas,placeholder,response_generation,account_access,frustrated,reassuring,web_form,hard,"Responde ao cliente em português de Portugal, com tom reassuring.",Mensagem do cliente: Estou a tentar aceder ao portal mas continuo a receber erro de autenticação.,"Pedimos desculpa pelo problema no acesso. Para verificarmos a situação da sua conta, pode confirmar o endereço de e-mail associado? Verificaremos se a conta está activa e, se necessário, procederemos ao desbloqueio.",False,False,True,template_generated,
lusosupport_pt_000607,pt,pt-PT,utilities,placeholder,faq_answer,duplicate_charge,frustrated,reassuring,phone_transcript,medium,Responde à pergunta do cliente.,Mensagem do cliente: O sistema processou o pagamento em duplicado — como posso ser reembolsado?,Cobranças duplicadas são corrigidas mediante verificação. Apresente o extracto bancário ou as referências das transacções ao suporte. O valor cobrado em excesso será reembolsado assim que a duplicação for confirmada.,False,False,True,template_generated,
lusosupport_pt_000608,pt,pt-PT,telecom,placeholder,next_action_suggestion,password_reset,formal,concise,web_form,easy,Indica os próximos passos.,Mensagem do cliente: Não consigo repor a palavra-passe.,"1. Verificar se o e-mail de recuperação foi enviado.
2. Orientar o cliente a verificar a pasta de spam.
3. Reenviar o link de recuperação se necessário.
4. Se persistir, repor a palavra-passe manualmente após verificação de identidade.",False,False,True,template_generated,
lusosupport_pt_000609,pt,pt-PT,telecom,placeholder,urgency_classification,password_reset,formal,concise,web_form,easy,Classifica a urgência do pedido.,Mensagem do cliente: O e-mail de recuperação não chega à minha caixa de entrada.,"{""urgency"": ""high"", ""reason"": ""A impossibilidade de acesso constitui urgência e requer resposta imediata."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000610,pt,pt-PT,ecommerce,placeholder,faq_answer,order_status,calm,concise,email,hard,Responde à pergunta do cliente.,Mensagem do cliente: Podem confirmar se o meu pedido foi processado?,Pode verificar o estado da sua encomenda em tempo real através da área de cliente ou do link de tracking enviado por e-mail após a expedição. O estado é actualizado automaticamente pelo transportador.,False,False,True,template_generated,
lusosupport_pt_000611,pt,pt-PT,ecommerce,placeholder,rewrite_professional,invoice_request,urgent,professional,web_form,hard,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Ainda não recebi a fatura referente ao meu pagamento do mês passado.,"Venho solicitar a emissão de fatura referente à compra efectuada em [data], com os dados fiscais indicados em anexo.",False,False,True,template_generated,
lusosupport_pt_000612,pt,pt-PT,telecom,placeholder,faq_answer,cancel_subscription,confused,formal,phone_transcript,easy,Responde à pergunta do cliente.,Mensagem do cliente: Pretendo cancelar a minha subscrição.,"Para cancelar a subscrição, aceda a 'Definições de Conta' e seleccione 'Cancelar Subscrição'. O cancelamento é efectuado no final do período de faturação em curso, mantendo o acesso até essa data.",False,False,True,template_generated,
lusosupport_pt_000614,pt,pt-PT,travel,placeholder,email_reply,booking_change,formal,professional,phone_transcript,hard,Escreve uma resposta por e-mail em português de Portugal.,Mensagem do cliente: Gostaria de mudar o destino ou o horário da minha viagem.,"Exmo(a). Sr(a).,

Agradecemos o seu contacto relativamente à alteração da reserva.

Confirmamos que a reserva n.º [número] foi alterada para [nova data/hora], conforme solicitado. Segue em anexo a confirmação actualizada.

Com os melhores cumprimentos,
[Nome da Empresa]",False,False,True,template_generated,
lusosupport_pt_000615,pt,pt-PT,marketplace,placeholder,rewrite_professional,damaged_item,confused,formal,chat,hard,Reescreve a mensagem de forma profissional.,Mensagem do cliente: O artigo que recebi chegou danificado.,Informo que o produto recebido apresenta danos visíveis. Solicito a abertura de reclamação e indicação das opções de substituição ou reembolso disponíveis.,False,False,True,template_generated,
lusosupport_pt_000616,pt,pt-PT,travel,placeholder,rewrite_professional,booking_cancellation,confused,professional,web_form,medium,Reescreve a mensagem de forma profissional.,"Mensagem do cliente: Devido a um imprevisto, necessito de cancelar a viagem marcada.","Solicito o cancelamento da reserva efectuada em [data], informando que as condições para reembolso integral se encontram reunidas.",False,False,True,template_generated,
lusosupport_pt_000618,pt,pt-PT,telecom,placeholder,intent_classification,escalation_request,formal,formal,email,hard,Classifica a intenção do cliente.,Mensagem do cliente: Não estou satisfeito com as respostas que tenho recebido e exijo uma solução.,"{""intent"": ""escalation_request"", ""urgency"": ""high"", ""domain"": ""telecom"", ""confidence"": 0.97}",False,False,True,template_generated,
lusosupport_pt_000619,pt,pt-PT,marketplace,placeholder,urgency_classification,return_request,urgent,empathetic,email,easy,Classifica a urgência do pedido.,Mensagem do cliente: Gostaria de devolver o artigo que encomendei.,"{""urgency"": ""low"", ""reason"": ""A devolução pode ser processada dentro do prazo habitual."", ""escalate"": false}",False,False,True,template_generated,
lusosupport_pt_000620,pt,pt-PT,saas,placeholder,faq_answer,refund_request,informal,concise,phone_transcript,easy,Responde à pergunta do cliente.,Mensagem do cliente: O serviço que contratei não foi prestado e exijo o reembolso.,"Para solicitar um reembolso, aceda à sua área de cliente, seleccione a encomenda e clique em 'Pedir Reembolso'. O prazo de devolução é de 30 dias após a entrega. O reembolso é processado no prazo de 5 a 10 dias úteis para o meio de pagamento original.",False,False,True,template_generated,
lusosupport_pt_000622,pt,pt-PT,marketplace,placeholder,summarization,refund_request,formal,concise,web_form,medium,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Fui cobrado por um serviço que já cancelei — quero o valor de volta.,"O cliente pede a devolução de um montante pago, indicando que o produto ou serviço não correspondeu ao esperado.",False,False,True,template_generated,
lusosupport_pt_000623,pt,pt-PT,billing_accounts,placeholder,urgency_classification,complaint,informal,empathetic,chat,medium,Classifica a urgência do pedido.,Mensagem do cliente: Estou muito insatisfeito com o serviço prestado.,"{""urgency"": ""high"", ""reason"": ""A situação tem potencial de impacto reputacional se não for tratada com urgência."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000625,pt,pt-PT,ecommerce,placeholder,next_action_suggestion,damaged_item,calm,formal,chat,medium,Indica os próximos passos.,Mensagem do cliente: O artigo que recebi chegou danificado.,"1. Solicitar fotografias do artigo e da embalagem danificada.
2. Registar a ocorrência no sistema de qualidade.
3. Decidir entre substituição ou reembolso com base na disponibilidade.
4. Organizar a recolha do artigo danificado, se necessário.",False,False,True,template_generated,
lusosupport_pt_000626,pt,pt-PT,subscriptions,placeholder,urgency_classification,escalation_request,informal,concise,chat,medium,Classifica a urgência do pedido.,Mensagem do cliente: Já contactei o suporte várias vezes sem resultado — exijo ser atendido por alguém com autoridade.,"{""urgency"": ""high"", ""reason"": ""A situação já ultrapassou o tempo aceitável de resolução e requer atenção directa."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000627,pt,pt-PT,ecommerce,placeholder,next_action_suggestion,damaged_item,frustrated,reassuring,email,easy,Indica os próximos passos.,Mensagem do cliente: O artigo que recebi chegou danificado.,"1. Documentar o dano com base nas fotografias recebidas.
2. Aprovar substituição imediata do artigo.
3. Enviar nova encomenda com tracking prioritário.
4. Notificar o cliente e fechar a ocorrência.",False,False,True,template_generated,
lusosupport_pt_000629,pt,pt-PT,utilities,placeholder,summarization,escalation_request,informal,concise,phone_transcript,hard,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Já contactei o suporte várias vezes sem resultado — exijo ser atendido por alguém com autoridade.,O cliente está insatisfeito com as respostas recebidas e solicita falar com um responsável ou supervisor.,False,False,True,template_generated,
lusosupport_pt_000630,pt,pt-PT,subscriptions,placeholder,response_generation,delivery_delay,urgent,empathetic,web_form,medium,"Responde ao cliente em português de Portugal, com tom empathetic.",Mensagem do cliente: A minha encomenda está em atraso — qual é a causa?,Lamentamos o atraso verificado na sua encomenda. O prazo previsto foi ultrapassado e pedimos desculpa pelo inconveniente. Pode partilhar connosco o número de encomenda para verificarmos o estado actual com urgência?,False,False,True,template_generated,
lusosupport_pt_000631,pt,pt-PT,telecom,placeholder,rewrite_professional,invoice_request,informal,formal,email,easy,Reescreve a mensagem de forma profissional.,"Mensagem do cliente: Podem enviar-me a fatura para o meu e-mail, por favor?","Venho solicitar a emissão de fatura referente à compra efectuada em [data], com os dados fiscais indicados em anexo.",False,False,True,template_generated,
lusosupport_pt_000634,pt,pt-PT,telecom,placeholder,urgency_classification,escalation_request,formal,concise,chat,medium,Classifica a urgência do pedido.,Mensagem do cliente: Este problema já dura há demasiado tempo sem resolução — quero escalar.,"{""urgency"": ""high"", ""reason"": ""A situação já ultrapassou o tempo aceitável de resolução e requer atenção directa."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000635,pt,pt-PT,saas,placeholder,next_action_suggestion,technical_issue,frustrated,formal,phone_transcript,easy,Indica os próximos passos.,Mensagem do cliente: A página carrega infinitamente e não consigo fazer nada.,"1. Registar o incidente no sistema de suporte técnico.
2. Enviar ao cliente passos básicos de diagnóstico.
3. Verificar se outros clientes reportam o mesmo problema.
4. Fornecer prazo estimado de resolução.",False,False,True,template_generated,
lusosupport_pt_000636,pt,pt-PT,marketplace,placeholder,next_action_suggestion,delivery_delay,confused,reassuring,web_form,easy,Indica os próximos passos.,Mensagem do cliente: A minha encomenda está em atraso — qual é a causa?,"1. Verificar o tracking da encomenda junto do transportador.
2. Identificar a causa do atraso (operacional, logístico ou meteorológico).
3. Comunicar ao cliente a nova data prevista de entrega.
4. Oferecer compensação se o atraso for significativo.",False,False,True,template_generated,
lusosupport_pt_000637,pt,pt-PT,utilities,placeholder,faq_answer,complaint,informal,empathetic,web_form,easy,Responde à pergunta do cliente.,Mensagem do cliente: Quero registar uma reclamação formal relativamente à minha experiência.,"Para registar uma reclamação formal, pode utilizar o formulário de contacto, enviar e-mail para [endereço de reclamações] ou contactar o livro de reclamações electrónico em [portal]. O prazo de resposta é de 5 dias úteis.",False,False,True,template_generated,
lusosupport_pt_000638,pt,pt-PT,saas,placeholder,response_generation,billing_question,frustrated,reassuring,email,medium,"Responde ao cliente em português de Portugal, com tom reassuring.",Mensagem do cliente: Tenho uma dúvida relativamente ao valor cobrado na minha fatura.,"Compreendemos a sua questão relativamente ao valor faturado. Para verificar os detalhes da cobrança, pode partilhar connosco o número da fatura? Assim poderemos confirmar se existe algum erro ou fornecer a explicação detalhada.",False,False,True,template_generated,
lusosupport_pt_000640,pt,pt-PT,travel,placeholder,intent_classification,booking_change,urgent,empathetic,chat,easy,Classifica a intenção do cliente.,Mensagem do cliente: Quero adicionar um passageiro à minha reserva.,"{""intent"": ""booking_change"", ""urgency"": ""medium"", ""domain"": ""travel"", ""confidence"": 0.96}",False,False,True,template_generated,
lusosupport_pt_000641,pt,pt-PT,telecom,placeholder,next_action_suggestion,change_plan,urgent,professional,web_form,hard,Indica os próximos passos.,Mensagem do cliente: Estou a usar mais do que o meu plano permite — quero fazer upgrade.,"1. Apresentar as opções de plano disponíveis com preços e funcionalidades.
2. Confirmar a escolha do cliente.
3. Processar a alteração no sistema com efeitos imediatos.
4. Enviar confirmação e nova fatura pro-rata se aplicável.",False,False,True,template_generated,
lusosupport_pt_000642,pt,pt-PT,utilities,placeholder,response_generation,change_plan,urgent,formal,chat,hard,"Responde ao cliente em português de Portugal, com tom formal.",Mensagem do cliente: Pretendo fazer o downgrade do meu plano actual.,Ficamos disponíveis para ajudar na mudança de plano. A alteração entra em vigor imediatamente. Quer que lhe expliquemos as diferenças entre os planos disponíveis antes de decidir?,False,False,True,template_generated,
lusosupport_pt_000643,pt,pt-PT,ecommerce,placeholder,urgency_classification,duplicate_charge,informal,empathetic,email,medium,Classifica a urgência do pedido.,Mensagem do cliente: Verifiquei que fui debitado em duplicado e quero que o valor seja devolvido.,"{""urgency"": ""high"", ""reason"": ""A duplicação de cobrança pode implicar reembolso urgente e verificação de registo."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000644,pt,pt-PT,telecom,placeholder,rewrite_professional,cancel_subscription,frustrated,professional,web_form,easy,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Quero encerrar a minha conta e deixar de ser cobrado.,"Venho comunicar a minha intenção de cancelar a subscrição actualmente activa, com efeitos a partir do final do período de facturação em curso.",False,False,True,template_generated,
lusosupport_pt_000646,pt,pt-PT,ecommerce,placeholder,intent_classification,payment_failure,urgent,reassuring,chat,hard,Classifica a intenção do cliente.,Mensagem do cliente: Tentei efectuar o pagamento várias vezes e continua a falhar.,"{""intent"": ""payment_failure"", ""urgency"": ""high"", ""domain"": ""ecommerce"", ""confidence"": 0.97}",False,False,True,template_generated,
lusosupport_pt_000647,pt,pt-PT,ecommerce,placeholder,summarization,payment_failure,urgent,professional,chat,easy,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Tentei efectuar o pagamento várias vezes e continua a falhar.,O cliente informa que a tentativa de pagamento foi recusada e pede ajuda para resolver o problema.,False,False,True,template_generated,
lusosupport_pt_000648,pt,pt-PT,billing_accounts,placeholder,faq_answer,complaint,frustrated,formal,phone_transcript,medium,Responde à pergunta do cliente.,Mensagem do cliente: Estou muito insatisfeito com o serviço prestado.,As reclamações podem ser submetidas através do portal de suporte ou por escrito. Todas as reclamações são registadas e respondidas no prazo máximo de 5 dias úteis por um responsável de qualidade.,False,False,True,template_generated,
lusosupport_pt_000649,pt,pt-PT,travel,placeholder,response_generation,booking_change,confused,formal,chat,medium,"Responde ao cliente em português de Portugal, com tom formal.",Mensagem do cliente: Gostaria de mudar o destino ou o horário da minha viagem.,"Agradecemos o contacto. Para processar a alteração da reserva, precisamos do número de reserva e dos novos dados pretendidos. Note que alterações podem estar sujeitas a taxas dependendo da tarifa contratada.",False,False,True,template_generated,
lusosupport_pt_000650,pt,pt-PT,travel,placeholder,summarization,booking_change,confused,concise,phone_transcript,medium,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Preciso de alterar a data da minha reserva.,O cliente quer alterar a sua reserva antes da data confirmada.,False,False,True,template_generated,
lusosupport_pt_000651,pt,pt-PT,travel,placeholder,intent_classification,complaint,confused,empathetic,phone_transcript,hard,Classifica a intenção do cliente.,Mensagem do cliente: A qualidade do apoio que recebi foi inaceitável.,"{""intent"": ""complaint"", ""urgency"": ""high"", ""domain"": ""travel"", ""confidence"": 0.96}",False,False,True,template_generated,
lusosupport_pt_000652,pt,pt-PT,marketplace,placeholder,urgency_classification,damaged_item,informal,professional,web_form,hard,Classifica a urgência do pedido.,Mensagem do cliente: A embalagem estava completamente destruída e o produto está inutilizável.,"{""urgency"": ""medium"", ""reason"": ""O artigo danificado requer resolução dentro do prazo normal de reclamação."", ""escalate"": false}",False,False,True,template_generated,
lusosupport_pt_000653,pt,pt-PT,saas,placeholder,intent_classification,billing_question,confused,concise,email,easy,Classifica a intenção do cliente.,Mensagem do cliente: O montante debitado não corresponde ao que foi acordado.,"{""intent"": ""billing_question"", ""urgency"": ""medium"", ""domain"": ""saas"", ""confidence"": 0.89}",False,False,True,template_generated,
lusosupport_pt_000655,pt,pt-PT,ecommerce,placeholder,intent_classification,payment_failure,calm,formal,email,hard,Classifica a intenção do cliente.,Mensagem do cliente: Recebi uma notificação de falha no pagamento — como posso resolver?,"{""intent"": ""payment_failure"", ""urgency"": ""high"", ""domain"": ""ecommerce"", ""confidence"": 0.95}",False,False,True,template_generated,
lusosupport_pt_000656,pt,pt-PT,marketplace,placeholder,urgency_classification,delivery_delay,frustrated,concise,phone_transcript,hard,Classifica a urgência do pedido.,Mensagem do cliente: A minha encomenda está em atraso — qual é a causa?,"{""urgency"": ""medium"", ""reason"": ""A situação requer acompanhamento para evitar escalada de insatisfação."", ""escalate"": false}",False,False,True,template_generated,
lusosupport_pt_000657,pt,pt-PT,saas,placeholder,email_reply,change_plan,formal,professional,phone_transcript,easy,Escreve uma resposta por e-mail em português de Portugal.,Mensagem do cliente: Gostaria de mudar para um plano superior.,"Exmo(a). Sr(a).,

Agradecemos o seu pedido de alteração de plano.

Confirmamos que o seu plano foi actualizado para [novo plano] com efeitos imediatos. O novo valor de [€X/mês] será cobrado a partir do próximo ciclo de faturação.

Com os melhores cumprimentos,
[Nome da Empresa]",False,False,True,template_generated,
lusosupport_pt_000658,pt,pt-PT,subscriptions,placeholder,urgency_classification,password_reset,calm,professional,email,hard,Classifica a urgência do pedido.,Mensagem do cliente: Não consigo repor a palavra-passe.,"{""urgency"": ""high"", ""reason"": ""O bloqueio de conta impede o cliente de utilizar o serviço contratado."", ""escalate"": true}",False,False,True,template_generated,
lusosupport_pt_000659,pt,pt-PT,marketplace,placeholder,intent_classification,delivery_delay,formal,empathetic,chat,easy,Classifica a intenção do cliente.,Mensagem do cliente: A minha encomenda está em atraso — qual é a causa?,"{""intent"": ""delivery_delay"", ""urgency"": ""medium"", ""domain"": ""marketplace"", ""confidence"": 0.95}",False,False,True,template_generated,
lusosupport_pt_000660,pt,pt-PT,billing_accounts,placeholder,next_action_suggestion,complaint,confused,formal,phone_transcript,hard,Indica os próximos passos.,Mensagem do cliente: Estou muito insatisfeito com o serviço prestado.,"1. Registar a reclamação formalmente no sistema com número de referência.
2. Escalar para o departamento responsável.
3. Contactar o cliente no prazo de 24 horas com acuse de recibo.
4. Apresentar resposta fundamentada no prazo de 5 dias úteis.",False,False,True,template_generated,
lusosupport_pt_000661,pt,pt-PT,saas,placeholder,summarization,billing_question,informal,empathetic,chat,easy,Resume o problema do cliente de forma concisa.,Mensagem do cliente: A fatura deste mês está mais elevada do que o habitual sem explicação.,O cliente não reconhece um valor na fatura e solicita informação adicional sobre o que está a ser cobrado.,False,False,True,template_generated,
